web-scraper-order	web-scraper-start-url	url	url-href	title	date	time	venue	price	tags							
1554596699-697	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=42	Supporting Your Student Through The College ProcessSupporting Your Student Through The College Process	https://www.eventbrite.com/e/supporting-your-student-through-the-college-process-tickets-58617223694?aff=ebdssbdestsearch	Supporting Your Student Through The College Process	"Sat, May 4, 2019"	7:00 PM – 8:30 PM EDT	805 Mt. Vernon Hwy NW	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Family & Education""}]"							
1554596864-793	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=25	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT THE HIVE BUCKHEAD ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	https://www.eventbrite.com/e/atlanta-fav-brunch-party-every-sunday-bottomless-mimosas-available-at-the-hive-buckhead-tickets-39274367691?aff=ebdssbdestsearch	ATLANTA FAV BRUNCH PARTY : EVERY SUNDAY : BOTTOMLESS MIMOSAS AVAILABLE AT T...	"Sun, Apr 7, 2019, 11:00 AM –"	"Mon, Apr 8, 2019, 12:30 AM EDT"	The hive buckhead	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Music""}]"							
1554596707-705	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	United States	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
1554597015-882	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	"View Map
									View Map"	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596930-827	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=17	Fuse 19 - ExponentialFuse 19 - Exponential	https://www.eventbrite.com/e/fuse-19-exponential-tickets-51457010303?aff=ebdssbdestsearch	Fuse 19 - Exponential	"Wed, Jun 5, 2019, 5:00 PM –"	"Fri, Jun 7, 2019, 5:00 PM EDT"	510 Mount Vernon Hwy NE	$175 – $895	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596692-692	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=43	The Power Of CreditThe Power Of Credit	https://www.eventbrite.com/e/the-power-of-credit-tickets-59289991962?aff=ebdssbdestsearch	The Power Of Credit	"Sat, April 13, 2019"	2:00 PM – 4:00 PM EDT	2863 Bouldercrest Road	Free	"[{""tags"":""Things to do in Ellenwood, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554597024-884	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=6	Emory GADRC 17th Brain Health Forum Emory GADRC 17th Brain Health Forum	https://www.eventbrite.com/e/emory-gadrc-17th-brain-health-forum-tickets-55291578600?aff=ebdssbdestsearch	null	null	null		null	[]							
1554596659-667	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	404-720-5151	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554596699-698	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=42	Supporting Your Student Through The College ProcessSupporting Your Student Through The College Process	https://www.eventbrite.com/e/supporting-your-student-through-the-college-process-tickets-58617223694?aff=ebdssbdestsearch	Supporting Your Student Through The College Process	"Sat, May 4, 2019"	7:00 PM – 8:30 PM EDT	"Atlanta, GA 30327"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Family & Education""}]"							
1554596767-739	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=35	Black Girl Magic Indie Film Producer BootcampBlack Girl Magic Indie Film Producer Bootcamp	https://www.eventbrite.com/e/black-girl-magic-indie-film-producer-bootcamp-registration-57445438854?aff=ebdssbdestsearch	Black Girl Magic Indie Film Producer Bootcamp	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	"View Map
									View Map"	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Film & Media""}]"							
1554596791-748	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	#Suite 110	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554597015-881	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	United States	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596833-771	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=29	420 Shop and Paint420 Shop and Paint	https://www.eventbrite.com/e/420-shop-and-paint-tickets-58830556779?aff=ebdssbdestsearch	420 Shop and Paint	"Sat, Apr 20, 2019, 7:00 PM –"	"Sun, Apr 21, 2019, 12:00 AM EDT"	4162 Jonesboro Rd	$0 – $100	"[{""tags"":""Things to do in Forest Park, GA""}]"							
1554596639-656	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=49	Mays High Class of 2009 ReunionMays High Class of 2009 Reunion	https://www.eventbrite.com/e/mays-high-class-of-2009-reunion-tickets-59271929938?aff=ebdssbdestsearch	Mays High Class of 2009 Reunion	"Fri, Jun 21, 2019, 9:00 PM –"	"Sat, Jun 22, 2019, 12:00 AM EDT"	"View Map
									View Map"	$10 – $125	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""},{""tags"":""Other""}]"							
1554596734-721	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=38	Plant WorkshopsPlant Workshops	https://www.eventbrite.com/e/plant-workshops-tickets-54777220140?aff=ebdssbdestsearch	Plant Workshops	"Sat, April 27, 2019"	11:00 AM – 1:30 PM EDT	Suite NW 208	$75 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Home & Lifestyle""}]"							
1554596685-689	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=44	From Brokenness To Beauty!From Brokenness To Beauty!	https://www.eventbrite.com/e/from-brokenness-to-beauty-tickets-59044281034?aff=ebdssbdestsearch	From Brokenness To Beauty!	"Fri, Apr 12, 2019, 6:00 PM –"	"Sun, Apr 14, 2019, 10:00 AM EDT"	"View Map
									View Map"	$20 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596668-677	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=46	A LAVISH FALL ADULT PROM A LAVISH FALL ADULT PROM	https://www.eventbrite.com/e/a-lavish-fall-adult-prom-tickets-56523734010?aff=ebdssbdestsearch	A LAVISH FALL ADULT PROM	"Sat, Sep 21, 2019, 7:00 PM –"	"Sun, Sep 22, 2019, 12:00 AM EDT"	No Refunds	$82.50 – $85	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""}]"							
1554596724-715	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=39	CMTA: Veteran Suicide & PTSD TrainingCMTA: Veteran Suicide & PTSD Training	https://www.eventbrite.com/e/cmta-veteran-suicide-ptsd-training-tickets-59420790183?aff=ebdssbdestsearch	CMTA: Veteran Suicide & PTSD Training	"Thu, April 18, 2019"	9:00 AM – 12:00 PM EDT	"Atlanta, GA 30318"	Donation	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""}]"							
1554596659-666	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=47	ATL's Comics Unleashed 2019ATL's Comics Unleashed 2019	https://www.eventbrite.com/e/atls-comics-unleashed-2019-tickets-54170085183?aff=ebdssbdestsearch	ATL's Comics Unleashed 2019	"Sat, April 6, 2019"	9:00 PM – 11:00 PM EDT	30 Ivan Allen Jr Blvd	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Film & Media""}]"							
1554597015-879	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=7	MIDNIGHT TYRANNOSAURUS | District AtlantaMIDNIGHT TYRANNOSAURUS | District Atlanta	https://www.eventbrite.com/e/midnight-tyrannosaurus-district-atlanta-tickets-54526886385?aff=ebdssbdestsearch	MIDNIGHT TYRANNOSAURUS | District Atlanta	"Fri, May 10, 2019, 10:00 PM –"	"Sat, May 11, 2019, 3:00 AM EDT"	269 Armour Drive Northeast	$15 – $20	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554596889-808	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=22	Bow Ball 2019Bow Ball 2019	https://www.eventbrite.com/e/bow-ball-2019-tickets-58186316840?aff=ebdssbdestsearch	Bow Ball 2019	"Fri, April 26, 2019"	7:00 PM – 10:00 PM EDT	Monday Night Garage	$60 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596685-690	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=44	From Brokenness To Beauty!From Brokenness To Beauty!	https://www.eventbrite.com/e/from-brokenness-to-beauty-tickets-59044281034?aff=ebdssbdestsearch	From Brokenness To Beauty!	"Fri, Apr 12, 2019, 6:00 PM –"	"Sun, Apr 14, 2019, 10:00 AM EDT"	No Refunds	$20 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596856-791	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=26	Randall BramblettRandall Bramblett	https://www.eventbrite.com/e/randall-bramblett-tickets-59549411894?aff=ebdssbdestsearch	Randall Bramblett	"Sat, June 8, 2019"	8:00 PM – 11:00 PM EDT	United States	$22 	"[{""tags"":""Things to do in Sandy Springs, GA""},{""tags"":""Performance""},{""tags"":""Music""}]"							
1554597032-885	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=5	The 2019 Prowl & Growl - ATLANTAThe 2019 Prowl & Growl - ATLANTA	https://www.eventbrite.com/e/the-2019-prowl-growl-atlanta-tickets-57409493340?aff=ebdssbdestsearch	The 2019 Prowl & Growl - ATLANTA	"Tue, April 9, 2019"	5:30 PM – 8:30 PM EDT	The Ballroom at the Carlos Center	$0 – $50	"[{""tags"":""Things to do in Atlanta, GA""}]"							
1554596973-858	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=12	ATL’s # 1 Sunday Day Party @ Eleven45 ATL’s # 1 Sunday Day Party @ Eleven45	https://www.eventbrite.com/e/atls-1-sunday-day-party-eleven45-tickets-49362312004?aff=ebdssbdestsearch	ATL’s # 1 Sunday Day Party @ Eleven45	"Sun, April 7, 2019"	3:00 PM – 10:00 PM EDT	United States	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""}]"							
1554596871-799	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=24	The 4th Annual Steeple AwardsThe 4th Annual Steeple Awards	https://www.eventbrite.com/e/the-4th-annual-steeple-awards-tickets-56342846972?aff=ebdssbdestsearch	The 4th Annual Steeple Awards	"Sat, April 27, 2019"	4:00 PM – 7:00 PM EDT	3695 Roosevelt Highway	$25 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Music""}]"							
1554596997-873	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=9	Cobb County Prayer Breakfast 2019Cobb County Prayer Breakfast 2019	https://www.eventbrite.com/e/cobb-county-prayer-breakfast-2019-tickets-54754894363?aff=ebdssbdestsearch	Cobb County Prayer Breakfast 2019	"Thu, May 2, 2019"	6:30 AM – 9:00 AM EDT	2 Galleria Parkway Southeast	"$25 – $1,000"	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Other""},{""tags"":""Spirituality""}]"							
1554597049-894	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=3	Radical Women's 2020 Conference (Worth Conference)Radical Women's 2020 Conference (Worth Conference)	https://www.eventbrite.com/e/radical-womens-2020-conference-worth-conference-tickets-58874371831?aff=ebdssbdestsearch	Radical Women's 2020 Conference (Worth Conference)	"Thu, Mar 19, 2020, 10:00 AM –"	"Sat, Mar 21, 2020, 4:00 PM EDT"	"Atlanta, GA 30349"	$20 – $200	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596639-654	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=49	Mays High Class of 2009 ReunionMays High Class of 2009 Reunion	https://www.eventbrite.com/e/mays-high-class-of-2009-reunion-tickets-59271929938?aff=ebdssbdestsearch	Mays High Class of 2009 Reunion	"Fri, Jun 21, 2019, 9:00 PM –"	"Sat, Jun 22, 2019, 12:00 AM EDT"	"Atlanta, Georgia 30311"	$10 – $125	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""},{""tags"":""Other""}]"							
1554596840-777	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	Suite L1	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596930-829	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=17	Fuse 19 - ExponentialFuse 19 - Exponential	https://www.eventbrite.com/e/fuse-19-exponential-tickets-51457010303?aff=ebdssbdestsearch	Fuse 19 - Exponential	"Wed, Jun 5, 2019, 5:00 PM –"	"Fri, Jun 7, 2019, 5:00 PM EDT"	"Atlanta, GA 30328"	$175 – $895	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596767-736	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=35	Black Girl Magic Indie Film Producer BootcampBlack Girl Magic Indie Film Producer Bootcamp	https://www.eventbrite.com/e/black-girl-magic-indie-film-producer-bootcamp-registration-57445438854?aff=ebdssbdestsearch	Black Girl Magic Indie Film Producer Bootcamp	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	1040 Marietta Street NorthWest	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Film & Media""}]"							
1554597032-888	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=5	The 2019 Prowl & Growl - ATLANTAThe 2019 Prowl & Growl - ATLANTA	https://www.eventbrite.com/e/the-2019-prowl-growl-atlanta-tickets-57409493340?aff=ebdssbdestsearch	The 2019 Prowl & Growl - ATLANTA	"Tue, April 9, 2019"	5:30 PM – 8:30 PM EDT	United States	$0 – $50	"[{""tags"":""Things to do in Atlanta, GA""}]"							
1554596973-857	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=12	ATL’s # 1 Sunday Day Party @ Eleven45 ATL’s # 1 Sunday Day Party @ Eleven45	https://www.eventbrite.com/e/atls-1-sunday-day-party-eleven45-tickets-49362312004?aff=ebdssbdestsearch	ATL’s # 1 Sunday Day Party @ Eleven45	"Sun, April 7, 2019"	3:00 PM – 10:00 PM EDT	"Atlanta, GA 30309"	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""}]"							
1554596639-653	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=49	Mays High Class of 2009 ReunionMays High Class of 2009 Reunion	https://www.eventbrite.com/e/mays-high-class-of-2009-reunion-tickets-59271929938?aff=ebdssbdestsearch	Mays High Class of 2009 Reunion	"Fri, Jun 21, 2019, 9:00 PM –"	"Sat, Jun 22, 2019, 12:00 AM EDT"	TBA	$10 – $125	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""},{""tags"":""Other""}]"							
1554596823-768	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=30	ATL Tech Gives Back April 2019ATL Tech Gives Back April 2019	https://www.eventbrite.com/e/atl-tech-gives-back-april-2019-tickets-58791409689?aff=ebdssbdestsearch	ATL Tech Gives Back April 2019	"Thu, April 11, 2019"	1:00 PM – 4:00 PM EDT	"View Map
									View Map"	$12 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Charity & Causes""}]"							
1554596957-844	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=14	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Event""FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	https://www.eventbrite.com/e/faithtalk-atlanta-1047-the-fish-present-the-2019-women-in-ministry-event-tickets-54728196509?aff=ebdssbdestsearch	"FaithTalk Atlanta & 104.7 The FISH present ""The 2019 Women in Ministry Even..."	"Tue, May 21, 2019"	10:00 AM – 1:00 PM EDT	Crowne Plaza Atlanta Perimeter at Ravinia	$10 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Seminar""},{""tags"":""Spirituality""}]"							
1554596639-655	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=49	Mays High Class of 2009 ReunionMays High Class of 2009 Reunion	https://www.eventbrite.com/e/mays-high-class-of-2009-reunion-tickets-59271929938?aff=ebdssbdestsearch	Mays High Class of 2009 Reunion	"Fri, Jun 21, 2019, 9:00 PM –"	"Sat, Jun 22, 2019, 12:00 AM EDT"	United States	$10 – $125	"[{""tags"":""Things to do in Atlanta""},{""tags"":""Party""},{""tags"":""Other""}]"							
1554596791-747	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=33	PUMPS & PASTELS Day PartyPUMPS & PASTELS Day Party	https://www.eventbrite.com/e/pumps-pastels-day-party-tickets-53378954891?aff=ebdssbdestsearch	PUMPS & PASTELS Day Party	"Sat, April 6, 2019"	3:00 PM – 7:00 PM EDT	3220 Butner Road	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Other""}]"							
1554597066-904	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=1	SweetWater 420 Fest General Admission/VIPSweetWater 420 Fest General Admission/VIP	https://www.eventbrite.com/e/sweetwater-420-fest-general-admissionvip-tickets-51099092762?aff=ebdssbdestsearch	null	null	null		null	[]							
1554596678-684	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	No Refunds	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554596724-717	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=39	CMTA: Veteran Suicide & PTSD TrainingCMTA: Veteran Suicide & PTSD Training	https://www.eventbrite.com/e/cmta-veteran-suicide-ptsd-training-tickets-59420790183?aff=ebdssbdestsearch	CMTA: Veteran Suicide & PTSD Training	"Thu, April 18, 2019"	9:00 AM – 12:00 PM EDT	"View Map
									View Map"	Donation	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""}]"							
1554596803-753	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=32	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od OdellWord is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	https://www.eventbrite.com/e/word-is-born-spoken-word-poetry-open-mic-2nd-sundays-hosted-by-od-odell-tickets-54379723216?aff=ebdssbdestsearch	Word is Born - Spoken Word Poetry Open Mic - 2nd Sundays Hosted By Od Odell	"Sun, April 14, 2019"	7:00 PM – 10:00 PM EDT	Apache Cafe	$10 – $25	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Performance""},{""tags"":""Arts""}]"							
1554596930-832	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=17	Fuse 19 - ExponentialFuse 19 - Exponential	https://www.eventbrite.com/e/fuse-19-exponential-tickets-51457010303?aff=ebdssbdestsearch	Fuse 19 - Exponential	"Wed, Jun 5, 2019, 5:00 PM –"	"Fri, Jun 7, 2019, 5:00 PM EDT"	Refunds up to 30 days before event	$175 – $895	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596906-816	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=20	The Path to Becoming A Billion Dollar A Year Firm - ATLANTAThe Path to Becoming A Billion Dollar A Year Firm - ATLANTA	https://www.eventbrite.com/e/the-path-to-becoming-a-billion-dollar-a-year-firm-atlanta-tickets-56504654944?aff=ebdssbdestsearch	The Path to Becoming A Billion Dollar A Year Firm - ATLANTA	"Tue, April 30, 2019"	1:00 PM – 5:00 PM EDT	45 Ivan Allen Junior Boulevard Northwest	Free	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596847-784	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=27	Misspacklight Launch Party Misspacklight Launch Party	https://www.eventbrite.com/e/misspacklight-launch-party-tickets-57956947791?aff=ebdssbdestsearch	Misspacklight Launch Party	"Sat, April 13, 2019"	12:00 PM – 3:00 PM EDT	"Atlanta, GA 30305"	$37.50 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Community""}]"							
1554596678-681	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=45	"1922 by J.M.Keune - July 28th and 29th, 20191922 by J.M.Keune - July 28th and 29th, 2019"	https://www.eventbrite.com/e/1922-by-jmkeune-july-28th-and-29th-2019-tickets-50654095764?aff=ebdssbdestsearch	"1922 by J.M.Keune - July 28th and 29th, 2019"	"Sun, Jul 28, 2019, 9:00 AM –"	"Mon, Jul 29, 2019, 5:00 PM EDT"	"Atlanta, GA 30326"	$500 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Fashion""}]"							
1554596692-695	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=43	The Power Of CreditThe Power Of Credit	https://www.eventbrite.com/e/the-power-of-credit-tickets-59289991962?aff=ebdssbdestsearch	The Power Of Credit	"Sat, April 13, 2019"	2:00 PM – 4:00 PM EDT	"View Map
									View Map"	Free	"[{""tags"":""Things to do in Ellenwood, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554597049-895	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=3	Radical Women's 2020 Conference (Worth Conference)Radical Women's 2020 Conference (Worth Conference)	https://www.eventbrite.com/e/radical-womens-2020-conference-worth-conference-tickets-58874371831?aff=ebdssbdestsearch	Radical Women's 2020 Conference (Worth Conference)	"Thu, Mar 19, 2020, 10:00 AM –"	"Sat, Mar 21, 2020, 4:00 PM EDT"	United States	$20 – $200	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Spirituality""}]"							
1554596840-776	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=28	Living Color Racial Equity Dialogue DinnerLiving Color Racial Equity Dialogue Dinner	https://www.eventbrite.com/e/living-color-racial-equity-dialogue-dinner-tickets-58588694362?aff=ebdssbdestsearch	Living Color Racial Equity Dialogue Dinner	"Sun, May 19, 2019"	5:00 PM – 9:00 PM EDT	828 Ralph McGill Boulevard Northeast	$27.75 – $75	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"							
1554596649-663	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=48	Future of UX Innovation Series presented by Nebo Future of UX Innovation Series presented by Nebo	https://www.eventbrite.com/e/future-of-ux-innovation-series-presented-by-nebo-tickets-59123739697?aff=ebdssbdestsearch	Future of UX Innovation Series presented by Nebo	"Wed, April 24, 2019"	6:00 PM – 8:30 PM EDT	"View Map
									View Map"	$40 – $50	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Networking""},{""tags"":""Business""}]"							
1554596980-865	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=11	Craft Savvy Market Spring 2019Craft Savvy Market Spring 2019	https://www.eventbrite.com/e/craft-savvy-market-spring-2019-tickets-54216209141?aff=ebdssbdestsearch	Craft Savvy Market Spring 2019	"Sat, April 13, 2019"	12:00 PM – 5:00 PM EDT	No Refunds	$0 – $10	"[{""tags"":""Things to do in Decatur, GA""},{""tags"":""Festival""},{""tags"":""Fashion""}]"							
1554596743-728	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=37	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership South Fulton)2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	https://www.eventbrite.com/e/2019-leadercast-south-fulton-one-day-conference-kick-off-to-leadership-south-fulton-tickets-51207747752?aff=ebdssbdestsearch	2019 Leadercast South Fulton One-Day Conference  (Kick-off to Leadership So...	"Fri, June 7, 2019"	9:00 AM – 4:00 PM EDT	United States	$140 – $600	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Conference""},{""tags"":""Business""}]"							
1554596964-852	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=13	The Optimist Crawfish Boil The Optimist Crawfish Boil	https://www.eventbrite.com/e/the-optimist-crawfish-boil-tickets-58992709783?aff=ebdssbdestsearch	The Optimist Crawfish Boil	"Sun, April 14, 2019"	2:00 PM – 5:00 PM EDT	United States	$45 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"							
1554596707-706	https://www.eventbrite.com/d/ga--atlanta/all-events/?page=41	Align + Wine YogaAlign + Wine Yoga	https://www.eventbrite.com/e/align-wine-yoga-tickets-53627318754?aff=ebdssbdestsearch	Align + Wine Yoga	"Sun, April 14, 2019"	11:00 AM – 1:30 PM EDT	"View Map
									View Map"	$25 	"[{""tags"":""Things to do in Atlanta, GA""},{""tags"":""Class""},{""tags"":""Health""}]"							
