web-scraper-order,web-scraper-start-url,url,url-href,title,date,time,venue,price,tags
"1554983432-93","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=45","UNCORKED ITALY- Spring EditionUNCORKED ITALY- Spring Edition","https://www.eventbrite.com/e/uncorked-italy-spring-edition-tickets-59933921974?aff=ebdssbdestsearch","UNCORKED ITALY- Spring Edition","Tue, April 23, 2019","7:00 PM – 10:00 PM PDT","Refunds up to 1 day before event","$140","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Gala""},{""tags"":""Food & Drink""}]"
"1554987727-140","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Blac Rabbit, EASY, and The Filthy Souls at The Peppermint ClubBlac Rabbit, EASY, and The Filthy Souls at The Peppermint Club","https://www.eventbrite.com/e/blac-rabbit-easy-and-the-filthy-souls-at-the-peppermint-club-tickets-54617062103?aff=ebdssbdestsearch","Blac Rabbit, EASY, and The Filthy Souls at The Peppermint Club","Thu, April 25, 2019","8:00 PM – 11:30 PM PDT","The Peppermint Club","$15 – $800","[{""tags"":""Things to do in West Hollywood, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554983297-89","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=45","MICHAEL HENDERSON'S BIRTHDAY & CONCERT!~MICHAEL HENDERSON'S BIRTHDAY & CONCERT!~","https://www.eventbrite.com/e/michael-hendersons-birthday-concert-tickets-51098028579?aff=ebdssbdestsearch","MICHAEL HENDERSON'S BIRTHDAY & CONCERT!~","Sat, July 6, 2019","8:30 PM – 9:30 PM PDT","No Refunds","$35 – $50","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554982799-72","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Certified Scrum Product Owner - Glendale/Los AngelesCertified Scrum Product Owner - Glendale/Los Angeles","https://www.eventbrite.com/e/certified-scrum-product-owner-glendalelos-angeles-registration-56148411410?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554981830-44","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","JGSI Passover Seder 2019JGSI Passover Seder 2019","https://www.eventbrite.com/e/jgsi-passover-seder-2019-tickets-56595165664?aff=ebdssbdestsearch","JGSI Passover Seder 2019","Fri, April 19, 2019","8:00 PM – 11:00 PM PDT","Refunds up to 7 days before event","$36 – $65","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Gala""},{""tags"":""Spirituality""}]"
"1554986898-109","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=44","Peter Jackson's They Shall Not Grow OldPeter Jackson's They Shall Not Grow Old","https://www.eventbrite.com/e/peter-jacksons-they-shall-not-grow-old-tickets-59506890712?aff=ebdssbdestsearch","Peter Jackson's They Shall Not Grow Old","Sat, May 11, 2019","7:00 PM – 10:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Screening""},{""tags"":""Film & Media""}]"
"1554982267-56","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Therapy with transgender and gender nonconforming: A clincal primer on working outside the gender binaryTherapy with transgender and gender nonconforming: A clincal primer on work...","https://www.eventbrite.com/e/therapy-with-transgender-and-gender-nonconforming-a-clincal-primer-on-working-outside-the-gender-registration-59642620684?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554981727-41","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Pre-Ramadan Quran CompetitionPre-Ramadan Quran Competition","https://www.eventbrite.com/e/pre-ramadan-quran-competition-tickets-57734396133?aff=ebdssbdestsearch","Pre-Ramadan Quran Competition","Sun, April 14, 2019","10:00 AM – 1:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Tournament""},{""tags"":""Spirituality""}]"
"1554980731-11","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Senior Recital - Anoop D'Souza, music productionSenior Recital - Anoop D'Souza, music production","https://www.eventbrite.com/e/senior-recital-anoop-dsouza-music-production-tickets-59620617873?aff=ebdssbdestsearch","Senior Recital - Anoop D'Souza, music production","Sat, April 13, 2019","4:00 PM – 5:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554986824-107","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=44","Jammin Reggae Cruise - Marina Del Rey, CA April 27 5:30PM BoardingJammin Reggae Cruise - Marina Del Rey, CA April 27 5:30PM Boarding","https://www.eventbrite.com/e/jammin-reggae-cruise-marina-del-rey-ca-april-27-530pm-boarding-tickets-55598996094?aff=ebdssbdestsearch","Jammin Reggae Cruise - Marina Del Rey, CA April 27 5:30PM Boarding","Sat, April 27, 2019","5:30 PM – 8:00 PM PDT","No Refunds","$69.95 – $84.95","[{""tags"":""Things to do in Marina Del Rey, CA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554980495-2","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Update on Anterior Segment SurgeryUpdate on Anterior Segment Surgery","https://www.eventbrite.com/e/update-on-anterior-segment-surgery-registration-45496968658?aff=ebdssbdestsearch","Update on Anterior Segment Surgery","Sat, May 18, 2019","8:00 AM – 12:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Conference""},{""tags"":""Science & Tech""}]"
"1554987123-118","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","The Power of TV: Representing Disability in StorytellingThe Power of TV: Representing Disability in Storytelling","https://www.eventbrite.com/e/the-power-of-tv-representing-disability-in-storytelling-tickets-60064837546?aff=ebdssbdestsearch","The Power of TV: Representing Disability in Storytelling","Wed, April 24, 2019","7:00 PM – 9:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Other""},{""tags"":""Film & Media""}]"
"1554988927-178","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Introduction to Automotive Photography at the Petersen Museum with Joe and Mirta BarnetIntroduction to Automotive Photography at the Petersen Museum with Joe and ...","https://www.eventbrite.com/e/introduction-to-automotive-photography-at-the-petersen-museum-with-joe-and-mirta-barnet-tickets-54206804010?aff=ebdssbdestsearch","Introduction to Automotive Photography at the Petersen Museum with Joe and...","Sat, April 27, 2019","10:30 AM – 2:00 PM PDT","Refunds up to 7 days before event","$89","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Class""},{""tags"":""Hobbies""}]"
"1554982203-54","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","For the Record: The Brat PackFor the Record: The Brat Pack","https://www.eventbrite.com/e/for-the-record-the-brat-pack-tickets-59624864575?aff=ebdssbdestsearch","For the Record: The Brat Pack","Fri, April 12, 2019","7:30 PM – 9:00 PM PDT","No Refunds","$26 – $86","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Arts""}]"
"1554982474-62","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Spring Stitches by Don't Ask, DoSpring Stitches by Don't Ask, Do","https://www.eventbrite.com/e/spring-stitches-by-dont-ask-do-tickets-58610171601?aff=ebdssbdestsearch","Spring Stitches by Don't Ask, Do","Fri, April 12, 2019","7:00 PM – 9:00 PM PDT","null","$20","[{""tags"":""Things to do in Pasadena, CA""},{""tags"":""Class""},{""tags"":""Hobbies""}]"
"1554988956-179","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Monterey Park Earth Day Bike Rides 2019Monterey Park Earth Day Bike Rides 2019","https://www.eventbrite.com/e/monterey-park-earth-day-bike-rides-2019-tickets-55540957499?aff=ebdssbdestsearch","Monterey Park Earth Day Bike Rides 2019","Sat, April 27, 2019","7:00 AM – 11:00 AM PDT","null","Free","[{""tags"":""Things to do in Monterey Park, CA""},{""tags"":""Tour""},{""tags"":""Sports & Fitness""}]"
"1554980561-5","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Annenberg PetSpace Kids Summer CampAnnenberg PetSpace Kids Summer Camp","https://www.eventbrite.com/e/annenberg-petspace-kids-summer-camp-tickets-55945241724?aff=ebdssbdestsearch","Annenberg PetSpace Kids Summer Camp","Mon, June 10, 2019","10:00 AM – 3:00 PM PDT","Wallis Annenberg PetSpace","$350","[{""tags"":""Things to do in Playa Vista, CA""},{""tags"":""Retreat""},{""tags"":""Family & Education""}]"
"1554987342-127","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","Tech Ladies Los Angeles x TikTokTech Ladies Los Angeles x TikTok","https://www.eventbrite.com/e/tech-ladies-los-angeles-x-tiktok-tickets-59022854948?aff=ebdssbdestsearch","Tech Ladies Los Angeles x TikTok","Thu, April 25, 2019","6:00 PM – 8:00 PM PDT","null","$7.50 – $10","[{""tags"":""Things to do in Culver City, CA""},{""tags"":""Networking""},{""tags"":""Film & Media""}]"
"1554988459-164","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Struggle & Solidarity: Coming Together For Racial JusticeStruggle & Solidarity: Coming Together For Racial Justice","https://www.eventbrite.com/e/struggle-solidarity-coming-together-for-racial-justice-tickets-59922263102?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554981118-23","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","Salt & Straw Ice Cream Pop Up at Williams Sonoma Beverly HillsSalt & Straw Ice Cream Pop Up at Williams Sonoma Beverly Hills","https://www.eventbrite.com/e/salt-straw-ice-cream-pop-up-at-williams-sonoma-beverly-hills-tickets-59492251927?aff=ebdssbdestsearch","Salt & Straw Ice Cream Pop Up at Williams Sonoma Beverly Hills","Thu, May 9, 2019","6:30 PM – 8:00 PM PDT","No Refunds","$0 – $25","[{""tags"":""Things to do in Beverly Hills, CA""}]"
"1554989022-181","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Los Angeles Job Fair - Get Hired in Los Angeles CaliforniaLos Angeles Job Fair - Get Hired in Los Angeles California","https://www.eventbrite.com/e/los-angeles-job-fair-get-hired-in-los-angeles-california-tickets-52385564634?aff=ebdssbdestsearch","Los Angeles Job Fair - Get Hired in Los Angeles California","Thu, April 11, 2019","11:00 AM – 2:00 PM PDT","Four Points by Sheraton Los Angeles International Airport","$0 – $795","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Festival""},{""tags"":""Business""}]"
"1554988261-158","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Exceptional Women Awardees Foundation EWAExceptional Women Awardees Foundation EWA","https://www.eventbrite.com/e/exceptional-women-awardees-foundation-ewa-tickets-55320030701?aff=ebdssbdestsearch","Exceptional Women Awardees Foundation EWA","Sun, June 2, 2019","5:00 PM – 9:00 PM PDT","No Refunds","$250","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Networking""},{""tags"":""Other""}]"
"1554987161-121","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","Hawthorne Veterans Benefits DayHawthorne Veterans Benefits Day","https://www.eventbrite.com/e/hawthorne-veterans-benefits-day-tickets-54733851423?aff=ebdssbdestsearch","Hawthorne Veterans Benefits Day","Sat, April 13, 2019","9:00 AM – 1:00 PM PDT","null","Free","[{""tags"":""Things to do in Hawthorne, CA""},{""tags"":""Networking""},{""tags"":""Community""}]"
"1554980626-8","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Meet E L James at Barnes & Noble The Grove Los AngelesMeet E L James at Barnes & Noble The Grove Los Angeles","https://www.eventbrite.com/e/meet-e-l-james-at-barnes-noble-the-grove-los-angeles-tickets-59903400684?aff=ebdssbdestsearch","Meet E L James at Barnes & Noble The Grove Los Angeles","Sun, May 5, 2019, 2:00 PM PDT","","Refunds up to 1 day before event","$18.56","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Appearance""},{""tags"":""Community""}]"
"1554987499-133","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Candidate Advancement Program (CAP) - Elysian ParkCandidate Advancement Program (CAP) - Elysian Park","https://www.eventbrite.com/e/candidate-advancement-program-cap-elysian-park-tickets-54366432463?aff=ebdssbdestsearch","Candidate Advancement Program (CAP) - Elysian Park","Thu, April 11, 2019","6:00 PM – 9:00 PM PDT","Elysian Park","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Other""},{""tags"":""Sports & Fitness""}]"
"1554980464-1","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Startup brunchwork w/ Techstars and YouTubeStartup brunchwork w/ Techstars and YouTube","https://www.eventbrite.com/e/startup-brunchwork-w-techstars-and-youtube-tickets-57059276833?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554987311-126","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","Buke & Gase , Like A Villain, Fell RunnerBuke & Gase , Like A Villain, Fell Runner","https://www.eventbrite.com/e/buke-gase-like-a-villain-fell-runner-tickets-55483642067?aff=ebdssbdestsearch","Buke & Gase , Like A Villain, Fell Runner","Tue, April 23, 2019","8:00 PM – 11:59 PM PDT","No Refunds","$13 – $15","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554982334-58","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","BOYLE HEIGHTS WALKING GHOST TOUR (May)BOYLE HEIGHTS WALKING GHOST TOUR (May)","https://www.eventbrite.com/e/boyle-heights-walking-ghost-tour-may-tickets-59356361475?aff=ebdssbdestsearch","BOYLE HEIGHTS WALKING GHOST TOUR (May)","Sat, May 11, 2019","6:00 PM – 9:00 PM PDT","No Refunds","$25","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Appearance""},{""tags"":""Community""}]"
"1554987855-144","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=42","Hollywood Open Mic Night!Hollywood Open Mic Night!","https://www.eventbrite.com/e/hollywood-open-mic-night-tickets-53407965663?aff=ebdssbdestsearch","Hollywood Open Mic Night!","Tue, May 7, 2019","6:30 PM – 10:30 PM PDT","Church of Scientology Celebrity Centre Garden Pavilion","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554988363-161","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Surface Spectrum Art ExhibitionSurface Spectrum Art Exhibition","https://www.eventbrite.com/e/surface-spectrum-art-exhibition-tickets-60012187067?aff=ebdssbdestsearch","Surface Spectrum Art Exhibition","Sat, April 27, 2019","7:00 PM – 10:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Party""},{""tags"":""Community""}]"
"1554988786-173","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","4th Annual Beach Cities Beer & Wine Festival4th Annual Beach Cities Beer & Wine Festival","https://www.eventbrite.com/e/4th-annual-beach-cities-beer-wine-festival-tickets-58972610666?aff=ebdssbdestsearch","4th Annual Beach Cities Beer & Wine Festival","Sat, April 20, 2019","2:30 PM – 6:30 PM PDT","Refunds up to 7 days before event","$40 – $500","[{""tags"":""Things to do in Redondo Beach, CA""},{""tags"":""Festival""},{""tags"":""Food & Drink""}]"
"1554980588-6","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Little Kids Rock JamFest at The RoxyLittle Kids Rock JamFest at The Roxy","https://www.eventbrite.com/e/little-kids-rock-jamfest-at-the-roxy-tickets-56362520817?aff=ebdssbdestsearch","Little Kids Rock JamFest at The Roxy","Sat, May 18, 2019","12:00 PM – 3:00 PM PDT","null","Free","[{""tags"":""Things to do in West Hollywood, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554987280-125","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","“In Her Words: Spotlight on Women Writers in Film & TV”: Kristen Wiig & Annie Mumolo“In Her Words: Spotlight on Women Writers in Film & TV”: Kristen Wiig & Ann...","https://www.eventbrite.com/e/in-her-words-spotlight-on-women-writers-in-film-tv-kristen-wiig-annie-mumolo-tickets-59536594557?aff=ebdssbdestsearch","“In Her Words: Spotlight on Women Writers in Film & TV”: Kristen Wiig & Ann...","Tue, April 30, 2019","7:30 PM – 10:00 PM PDT","No Refunds","$25","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Screening""},{""tags"":""Film & Media""}]"
"1554989186-186","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Earth Day in Los Angeles: Volunteer with One Tree PlantedEarth Day in Los Angeles: Volunteer with One Tree Planted","https://www.eventbrite.com/e/earth-day-in-los-angeles-volunteer-with-one-tree-planted-tickets-58727379172?aff=ebdssbdestsearch","Earth Day in Los Angeles: Volunteer with One Tree Planted","Sat, April 20, 2019","9:00 AM – 12:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Party""},{""tags"":""Charity & Causes""}]"
"1554982636-67","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Cosplay Deviants 21+ AX AfterpartyCosplay Deviants 21+ AX Afterparty","https://www.eventbrite.com/e/cosplay-deviants-21-ax-afterparty-tickets-59586162817?aff=ebdssbdestsearch","Cosplay Deviants 21+ AX Afterparty","Fri, Jul 5, 2019, 10:00 PM –","Sat, Jul 6, 2019, 2:00 AM PDT","No Refunds","$15 – $20","[{""tags"":""Things to do in Los Angeles""},{""tags"":""Party""},{""tags"":""Other""}]"
"1554988894-177","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Org Structures in Product ManagementOrg Structures in Product Management","https://www.eventbrite.com/e/org-structures-in-product-management-tickets-59147086528?aff=ebdssbdestsearch","Org Structures in Product Management","Thu, April 11, 2019","6:30 PM – 9:30 PM PDT","No Refunds","$5","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Networking""},{""tags"":""Business""}]"
"1554988139-154","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","YACOPSAE, SUPPRESION, STIMULAMNT, GRIN AND BEAR IT & guestsYACOPSAE, SUPPRESION, STIMULAMNT, GRIN AND BEAR IT & guests","https://www.eventbrite.com/e/yacopsae-suppresion-stimulamnt-grin-and-bear-it-guests-tickets-55555633395?aff=ebdssbdestsearch","YACOPSAE, SUPPRESION, STIMULAMNT, GRIN AND BEAR IT & guests","Sat, June 1, 2019","7:00 PM – 11:59 PM PDT","null","$20","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554986942-111","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","Born For Burning DJsBorn For Burning DJs","https://www.eventbrite.com/e/icbzmxy?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554982969-77","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Latinas Learn LinkedIn: Building Your Personal BrandLatinas Learn LinkedIn: Building Your Personal Brand","https://www.eventbrite.com/e/latinas-learn-linkedin-building-your-personal-brand-tickets-59150719394?aff=ebdssbdestsearch","Latinas Learn LinkedIn: Building Your Personal Brand","Sat, April 20, 2019","10:00 AM – 2:00 PM PDT","No Refunds","$20","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Class""},{""tags"":""Business""}]"
"1554981317-29","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","King Trivia Presents: A Marvel Cinematic Universe Themed EventKing Trivia Presents: A Marvel Cinematic Universe Themed Event","https://www.eventbrite.com/e/king-trivia-presents-a-marvel-cinematic-universe-themed-event-tickets-58762272539?aff=ebdssbdestsearch","King Trivia Presents: A Marvel Cinematic Universe Themed Event","Sat, April 20, 2019","1:00 PM – 3:30 PM PDT","No Refunds","$5 – $30","[{""tags"":""Things to do in Burbank, CA""},{""tags"":""Game""},{""tags"":""Film & Media""}]"
"1554988395-162","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Do Good Bus | National Volunteer Week RideDo Good Bus | National Volunteer Week Ride","https://www.eventbrite.com/e/do-good-bus-national-volunteer-week-ride-tickets-59190242609?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554986961-112","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","SATURDAY ALL STAR COMEDY SATURDAY ALL STAR COMEDY","https://www.eventbrite.com/e/saturday-all-star-comedy-tickets-57293524474?aff=ebdssbdestsearch","SATURDAY ALL STAR COMEDY","Sat, April 13, 2019","8:45 PM – 10:45 PM PDT","HaHa Comedy Club","$15","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Arts""}]"
"1554981504-35","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","Hawke Media Happy Hour - May 7thHawke Media Happy Hour - May 7th","https://www.eventbrite.com/e/hawke-media-happy-hour-may-7th-tickets-53981397814?aff=ebdssbdestsearch","Hawke Media Happy Hour - May 7th","Tue, May 7, 2019","6:00 PM – 8:00 PM PDT","null","Free","[{""tags"":""Networking""},{""tags"":""Business""}]"
"1554982439-61","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","""ELEVATED"" Pop-Up  ""ELEVATED"" Pop-Up","https://www.eventbrite.com/e/elevated-pop-up-tickets-57628063088?aff=ebdssbdestsearch","""ELEVATED"" Pop-Up","Sat, April 20, 2019","5:00 PM – 7:30 PM PDT","Los Angeles, CA","$85 – $115","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Gala""},{""tags"":""Food & Drink""}]"
"1554981464-34","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=48","LA River Native Community DiscussionLA River Native Community Discussion","https://www.eventbrite.com/e/la-river-native-community-discussion-tickets-57052605880?aff=ebdssbdestsearch","LA River Native Community Discussion","Sat, June 1, 2019","11:00 AM – 2:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Networking""},{""tags"":""Community""}]"
"1554982766-71","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Shenseea live in LA (hosted by JuJu)Shenseea live in LA (hosted by JuJu)","https://www.eventbrite.com/e/shenseea-live-in-la-hosted-by-juju-tickets-53465716397?aff=ebdssbdestsearch","Shenseea live in LA (hosted by JuJu)","Sat, May 4, 2019, 10:00 PM –","Sun, May 5, 2019, 3:00 AM PDT","No Refunds","$35 – $350","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554982101-52","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Spring Release & Wine Tasting Party (Local Wines)Spring Release & Wine Tasting Party (Local Wines)","https://www.eventbrite.com/e/spring-release-wine-tasting-party-local-wines-tickets-59275571831?aff=ebdssbdestsearch","Spring Release & Wine Tasting Party (Local Wines)","Sun, April 28, 2019","12:00 PM – 3:00 PM PDT","null","$25","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Party""},{""tags"":""Food & Drink""}]"
"1554982934-76","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Experience in Motion 2019Experience in Motion 2019","https://www.eventbrite.com/e/experience-in-motion-2019-tickets-59354499907?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554980984-19","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=49","Emerging Infections Response Planning WorkshopEmerging Infections Response Planning Workshop","https://www.eventbrite.com/e/emerging-infections-response-planning-workshop-tickets-57844049108?aff=ebdssbdestsearch","Emerging Infections Response Planning Workshop","Tue, April 30, 2019","10:00 AM – 3:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Conference""},{""tags"":""Other""}]"
"1554988200-156","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","Sonny And The SunsetsSonny And The Sunsets","https://www.eventbrite.com/e/sonny-and-the-sunsets-tickets-55739976771?aff=ebdssbdestsearch","Sonny And The Sunsets","Thu, May 23, 2019","8:00 PM – 11:59 PM PDT","No Refunds","$12 – $15","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554988795-174","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=40","Spencer KrugSpencer Krug","https://www.eventbrite.com/e/izhybg?aff=ebdssbdestsearch","null","null","null","null","null","[]"
"1554983400-92","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=45","Global Azure BootCamp 2019: HollywoodGlobal Azure BootCamp 2019: Hollywood","https://www.eventbrite.com/e/global-azure-bootcamp-2019-hollywood-tickets-57550503104?aff=ebdssbdestsearch","Global Azure BootCamp 2019: Hollywood","Sat, April 27, 2019","9:00 AM – 5:00 PM PDT","null","Free","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Conference""},{""tags"":""Science & Tech""}]"
"1554988490-165","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=41","YALLWEST MG KEYNOTEYALLWEST MG KEYNOTE","https://www.eventbrite.com/e/yallwest-mg-keynote-tickets-58721100392?aff=ebdssbdestsearch","YALLWEST MG KEYNOTE","Sat, May 4, 2019","1:00 PM – 2:00 PM PDT","Refunds up to 1 day before event","$8","[{""tags"":""Things to do in Santa Monica, CA""},{""tags"":""Festival""},{""tags"":""Arts""}]"
"1554982067-51","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Safari (Hip-Hop & Reggaeton)Safari (Hip-Hop & Reggaeton)","https://www.eventbrite.com/e/safari-hip-hop-reggaeton-tickets-59933830701?aff=ebdssbdestsearch","Safari (Hip-Hop & Reggaeton)","Sat, Apr 13, 2019, 9:00 PM –","Sun, Apr 14, 2019, 2:00 AM PDT","No Refunds","$0 – $10","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Party""},{""tags"":""Music""}]"
"1554982900-75","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=46","Pug Yoga & Adoption EventPug Yoga & Adoption Event","https://www.eventbrite.com/e/pug-yoga-adoption-event-tickets-57745015897?aff=ebdssbdestsearch","Pug Yoga & Adoption Event","Sat, July 27, 2019","10:30 AM – 1:30 PM PDT","Refunds up to 30 days before event","$35","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Gala""},{""tags"":""Charity & Causes""}]"
"1554981993-49","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=47","Practical Intuition Certificate Training BootcampPractical Intuition Certificate Training Bootcamp","https://www.eventbrite.com/e/practical-intuition-certificate-training-bootcamp-tickets-54950037040?aff=ebdssbdestsearch","Practical Intuition Certificate Training Bootcamp","Sat, Jun 1, 2019, 10:00 AM –","Sun, Jun 2, 2019, 5:00 PM PDT","No Refunds","$825","[{""tags"":""Things to do in Los Angeles, CA""},{""tags"":""Class""},{""tags"":""Health""}]"
"1554987128-119","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=43","AquariusAquarius","https://www.eventbrite.com/e/aquarius-tickets-56220973445?aff=ebdssbdestsearch","Aquarius","Sat, April 20, 2019","7:30 PM – 9:30 PM PDT","No Refunds","$20 – $40","[{""tags"":""Things to do in Studio City, CA""},{""tags"":""Performance""},{""tags"":""Music""}]"
"1554986867-108","https://www.eventbrite.com/d/ca--los-angeles/all-events/?page=44","Industry Experts from CSU Fullerton and Dominguez HillsIndustry Experts from CSU Fullerton and Dominguez Hills","https://www.eventbrite.com/e/industry-experts-from-csu-fullerton-and-dominguez-hills-tickets-58508237714?aff=ebdssbdestsearch","Industry Experts from CSU Fullerton and Dominguez Hills","Tue, July 9, 2019","5:30 PM – 8:00 PM PDT","null","$140 – $170","[{""tags"":""Things to do in La, CA""},{""tags"":""Networking""},{""tags"":""Other""}]"
